project_id,snapshot_month,ministry,sector,implementing_agency,state,original_cost_cr,planned_duration_months,elapsed_months,physical_progress_pct,financial_progress_pct,expenditure_cr,milestones_total,milestones_delayed,project_status,final_cost_cr,actual_duration_months,cost_overrun,time_overrun
PRJ-0584,2026-12,Ministry of Petroleum and Natural Gas,Petroleum and Natural Gas,GAIL,Madhya Pradesh,166.18,49,41,88.23,87.52,154.18,16,0,Ongoing,179.4,51,0,0
PRJ-0585,2023-12,Ministry of Road Transport and Highways,Roads and Highways,NHIDCL,Kerala,562.81,41,10,22.27,22.96,134.55,10,0,Ongoing,585.0,44,0,0
PRJ-0585,2024-03,Ministry of Road Transport and Highways,Roads and Highways,NHIDCL,Kerala,562.81,41,13,32.39,32.96,188.81,10,0,Ongoing,585.0,44,0,0
PRJ-0585,2024-06,Ministry of Road Transport and Highways,Roads and Highways,NHIDCL,Kerala,562.81,41,16,41.13,38.72,225.67,10,0,Ongoing,585.0,44,0,0
PRJ-0585,2024-07,Ministry of Road Transport and Highways,Roads and Highways,NHIDCL,Kerala,562.81,41,17,45.59,45.39,266.65,10,0,Ongoing,585.0,44,0,0
PRJ-0585,2024-09,Ministry of Road Transport and Highways,Roads and Highways,NHIDCL,Kerala,562.81,41,19,53.4,53.47,312.1,10,1,Ongoing,585.0,44,0,0
PRJ-0585,2025-05,Ministry of Road Transport and Highways,Roads and Highways,NHIDCL,Kerala,562.81,41,27,78.2,78.93,462.24,10,0,Ongoing,585.0,44,0,0
PRJ-0585,2026-04,Ministry of Road Transport and Highways,Roads and Highways,NHIDCL,Kerala,562.81,41,38,93.81,96.57,558.94,10,1,Ongoing,585.0,44,0,0
PRJ-0586,2022-04,Ministry of Housing and Urban Affairs,Urban Development,DMRC,Assam,397.81,44,9,9.31,9.85,42.4,11,1,Ongoing,443.33,44,1,0
PRJ-0586,2022-05,Ministry of Housing and Urban Affairs,Urban Development,DMRC,Assam,397.81,44,10,11.04,11.59,51.55,11,1,Ongoing,443.33,44,1,0
PRJ-0586,2022-11,Ministry of Housing and Urban Affairs,Urban Development,DMRC,Assam,397.81,44,16,17.5,18.59,80.11,11,1,Delayed,443.33,44,1,0
PRJ-0586,2024-04,Ministry of Housing and Urban Affairs,Urban Development,DMRC,Assam,397.81,44,33,56.72,63.76,282.7,11,4,Delayed,443.33,44,1,0
PRJ-0587,2023-04,Ministry of Railways,Railways,DFCCIL,Gujarat,134.33,32,3,10.07,10.31,14.11,10,0,Ongoing,140.59,31,0,0
PRJ-0587,2023-05,Ministry of Railways,Railways,DFCCIL,Gujarat,134.33,32,4,12.27,12.62,17.64,10,0,Ongoing,140.59,31,0,0
PRJ-0587,2023-12,Ministry of Railways,Railways,DFCCIL,Gujarat,134.33,32,11,34.54,35.29,49.75,10,0,Ongoing,140.59,31,0,0
PRJ-0587,2024-01,Ministry of Railways,Railways,DFCCIL,Gujarat,134.33,32,12,37.52,35.32,48.68,10,0,Ongoing,140.59,31,0,0
PRJ-0587,2024-02,Ministry of Railways,Railways,DFCCIL,Gujarat,134.33,32,13,44.38,43.81,61.44,10,0,Ongoing,140.59,31,0,0
PRJ-0587,2024-03,Ministry of Railways,Railways,DFCCIL,Gujarat,134.33,32,14,50.18,51.3,71.22,10,0,Ongoing,140.59,31,0,0
PRJ-0587,2024-07,Ministry of Railways,Railways,DFCCIL,Gujarat,134.33,32,18,67.29,68.19,93.12,10,1,Ongoing,140.59,31,0,0
PRJ-0587,2024-09,Ministry of Railways,Railways,DFCCIL,Gujarat,134.33,32,20,73.74,70.05,97.83,10,0,Ongoing,140.59,31,0,0
PRJ-0587,2024-10,Ministry of Railways,Railways,DFCCIL,Gujarat,134.33,32,21,74.81,70.54,98.05,10,0,Ongoing,140.59,31,0,0
PRJ-0587,2025-02,Ministry of Railways,Railways,DFCCIL,Gujarat,134.33,32,25,86.24,85.11,116.59,10,0,Ongoing,140.59,31,0,0
PRJ-0587,2025-03,Ministry of Railways,Railways,DFCCIL,Gujarat,134.33,32,26,87.6,89.31,123.13,10,0,Ongoing,140.59,31,0,0
PRJ-0587,2025-04,Ministry of Railways,Railways,DFCCIL,Gujarat,134.33,32,27,90.46,89.31,126.02,10,0,Ongoing,140.59,31,0,0
PRJ-0587,2025-08,Ministry of Railways,Railways,DFCCIL,Gujarat,134.33,32,31,95.17,95.55,131.29,10,1,Ongoing,140.59,31,0,0
PRJ-0588,2021-06,Ministry of Road Transport and Highways,Roads and Highways,State PWD,Himachal Pradesh,163.95,42,2,7.11,10.13,22.21,10,0,Ongoing,219.24,44,1,0
PRJ-0588,2021-11,Ministry of Road Transport and Highways,Roads and Highways,State PWD,Himachal Pradesh,163.95,42,7,12.74,18.29,40.26,10,0,Ongoing,219.24,44,1,0
PRJ-0588,2022-04,Ministry of Road Transport and Highways,Roads and Highways,State PWD,Himachal Pradesh,163.95,42,12,21.96,30.8,66.06,10,0,Ongoing,219.24,44,1,0
PRJ-0588,2022-06,Ministry of Road Transport and Highways,Roads and Highways,State PWD,Himachal Pradesh,163.95,42,14,27.67,38.28,84.32,10,0,Ongoing,219.24,44,1,0
PRJ-0588,2022-12,Ministry of Road Transport and Highways,Roads and Highways,State PWD,Himachal Pradesh,163.95,42,20,41.84,53.33,116.07,10,1,Ongoing,219.24,44,1,0
PRJ-0588,2023-05,Ministry of Road Transport and Highways,Roads and Highways,State PWD,Himachal Pradesh,163.95,42,25,57.78,73.01,161.35,10,1,Ongoing,219.24,44,1,0
PRJ-0588,2023-06,Ministry of Road Transport and Highways,Roads and Highways,State PWD,Himachal Pradesh,163.95,42,26,57.78,73.01,160.71,10,0,Ongoing,219.24,44,1,0
PRJ-0588,2023-10,Ministry of Road Transport and Highways,Roads and Highways,State PWD,Himachal Pradesh,163.95,42,30,73.81,98.14,214.76,10,2,Delayed,219.24,44,1,0
PRJ-0588,2024-01,Ministry of Road Transport and Highways,Roads and Highways,State PWD,Himachal Pradesh,163.95,42,33,75.76,98.14,210.94,10,1,Ongoing,219.24,44,1,0
PRJ-0588,2024-06,Ministry of Road Transport and Highways,Roads and Highways,State PWD,Himachal Pradesh,163.95,42,38,83.31,100.0,212.75,10,1,Ongoing,219.24,44,1,0
PRJ-0588,2024-08,Ministry of Road Transport and Highways,Roads and Highways,State PWD,Himachal Pradesh,163.95,42,40,85.84,100.0,218.85,10,2,Delayed,219.24,44,1,0
PRJ-0589,2024-06,Ministry of Power,Power,POWERGRID,Karnataka,118.48,27,8,15.0,17.51,21.59,9,1,Delayed,127.12,32,0,1
PRJ-0589,2024-08,Ministry of Power,Power,POWERGRID,Karnataka,118.48,27,10,17.11,19.38,24.09,9,1,Delayed,127.12,32,0,1
PRJ-0589,2025-05,Ministry of Power,Power,POWERGRID,Karnataka,118.48,27,19,44.44,52.5,65.02,9,3,Delayed,127.12,32,0,1
PRJ-0589,2025-12,Ministry of Power,Power,POWERGRID,Karnataka,118.48,27,26,72.06,83.83,104.17,9,3,Delayed,127.12,32,0,1
PRJ-0590,2022-03,Ministry of Petroleum and Natural Gas,Petroleum and Natural Gas,IOCL,Jharkhand,76.13,31,2,5.64,6.61,5.29,10,1,Ongoing,81.85,38,0,1
PRJ-0590,2022-04,Ministry of Petroleum and Natural Gas,Petroleum and Natural Gas,IOCL,Jharkhand,76.13,31,3,5.81,6.61,5.31,10,1,Ongoing,81.85,38,0,1
PRJ-0590,2022-05,Ministry of Petroleum and Natural Gas,Petroleum and Natural Gas,IOCL,Jharkhand,76.13,31,4,7.55,8.69,7.17,10,1,Ongoing,81.85,38,0,1
PRJ-0590,2022-09,Ministry of Petroleum and Natural Gas,Petroleum and Natural Gas,IOCL,Jharkhand,76.13,31,8,12.76,15.14,12.39,10,1,Ongoing,81.85,38,0,1
PRJ-0590,2022-12,Ministry of Petroleum and Natural Gas,Petroleum and Natural Gas,IOCL,Jharkhand,76.13,31,11,16.88,20.24,16.51,10,1,Delayed,81.85,38,0,1
PRJ-0590,2023-01,Ministry of Petroleum and Natural Gas,Petroleum and Natural Gas,IOCL,Jharkhand,76.13,31,12,21.85,23.52,18.96,10,1,Delayed,81.85,38,0,1
PRJ-0590,2023-02,Ministry of Petroleum and Natural Gas,Petroleum and Natural Gas,IOCL,Jharkhand,76.13,31,13,21.85,23.52,18.78,10,2,Delayed,81.85,38,0,1
PRJ-0590,2023-03,Ministry of Petroleum and Natural Gas,Petroleum and Natural Gas,IOCL,Jharkhand,76.13,31,14,27.68,31.56,25.91,10,2,Delayed,81.85,38,0,1
PRJ-0590,2023-04,Ministry of Petroleum and Natural Gas,Petroleum and Natural Gas,IOCL,Jharkhand,76.13,31,15,28.4,31.56,25.65,10,1,Delayed,81.85,38,0,1
PRJ-0590,2023-06,Ministry of Petroleum and Natural Gas,Petroleum and Natural Gas,IOCL,Jharkhand,76.13,31,17,34.85,38.13,30.82,10,2,Delayed,81.85,38,0,1
PRJ-0590,2023-07,Ministry of Petroleum and Natural Gas,Petroleum and Natural Gas,IOCL,Jharkhand,76.13,31,18,40.21,45.59,36.97,10,3,Delayed,81.85,38,0,1
PRJ-0590,2023-08,Ministry of Petroleum and Natural Gas,Petroleum and Natural Gas,IOCL,Jharkhand,76.13,31,19,44.37,50.06,40.35,10,3,Delayed,81.85,38,0,1
PRJ-0590,2023-09,Ministry of Petroleum and Natural Gas,Petroleum and Natural Gas,IOCL,Jharkhand,76.13,31,20,44.37,51.1,40.77,10,2,Delayed,81.85,38,0,1
PRJ-0590,2023-11,Ministry of Petroleum and Natural Gas,Petroleum and Natural Gas,IOCL,Jharkhand,76.13,31,22,53.83,61.18,49.44,10,3,Delayed,81.85,38,0,1
PRJ-0590,2023-12,Ministry of Petroleum and Natural Gas,Petroleum and Natural Gas,IOCL,Jharkhand,76.13,31,23,53.83,61.18,49.36,10,4,Critical,81.85,38,0,1
PRJ-0590,2024-07,Ministry of Petroleum and Natural Gas,Petroleum and Natural Gas,IOCL,Jharkhand,76.13,31,30,70.9,83.33,66.85,10,5,Critical,81.85,38,0,1
PRJ-0590,2024-08,Ministry of Petroleum and Natural Gas,Petroleum and Natural Gas,IOCL,Jharkhand,76.13,31,31,70.9,83.33,68.32,10,6,Critical,81.85,38,0,1
PRJ-0591,2024-01,Ministry of Housing and Urban Affairs,Urban Development,State Metro Rail Corp,Kerala,1217.65,56,24,17.65,27.25,473.07,28,9,Delayed,1740.61,80,1,1
PRJ-0591,2024-05,Ministry of Housing and Urban Affairs,Urban Development,State Metro Rail Corp,Kerala,1217.65,56,28,18.27,27.9,490.13,28,9,Critical,1740.61,80,1,1
PRJ-0591,2025-02,Ministry of Housing and Urban Affairs,Urban Development,State Metro Rail Corp,Kerala,1217.65,56,37,31.92,41.92,734.55,28,10,Critical,1740.61,80,1,1
PRJ-0591,2025-07,Ministry of Housing and Urban Affairs,Urban Development,State Metro Rail Corp,Kerala,1217.65,56,42,44.59,69.34,1171.87,28,9,Critical,1740.61,80,1,1
PRJ-0592,2022-05,"Ministry of Ports, Shipping and Waterways",Shipping and Ports,Cochin Shipyard,Andhra Pradesh,983.36,56,3,4.65,5.23,59.29,14,1,Ongoing,1133.14,71,1,1
PRJ-0592,2022-10,"Ministry of Ports, Shipping and Waterways",Shipping and Ports,Cochin Shipyard,Andhra Pradesh,983.36,56,8,7.02,7.71,88.01,14,1,Ongoing,1133.14,71,1,1
PRJ-0592,2023-01,"Ministry of Ports, Shipping and Waterways",Shipping and Ports,Cochin Shipyard,Andhra Pradesh,983.36,56,11,9.14,10.08,113.91,14,1,Ongoing,1133.14,71,1,1
PRJ-0592,2023-05,"Ministry of Ports, Shipping and Waterways",Shipping and Ports,Cochin Shipyard,Andhra Pradesh,983.36,56,15,12.29,13.01,145.08,14,1,Delayed,1133.14,71,1,1
PRJ-0592,2023-08,"Ministry of Ports, Shipping and Waterways",Shipping and Ports,Cochin Shipyard,Andhra Pradesh,983.36,56,18,14.18,16.19,180.44,14,1,Delayed,1133.14,71,1,1
PRJ-0592,2023-10,"Ministry of Ports, Shipping and Waterways",Shipping and Ports,Cochin Shipyard,Andhra Pradesh,983.36,56,20,18.0,20.84,229.83,14,2,Delayed,1133.14,71,1,1
PRJ-0592,2023-12,"Ministry of Ports, Shipping and Waterways",Shipping and Ports,Cochin Shipyard,Andhra Pradesh,983.36,56,22,20.34,21.52,245.89,14,2,Delayed,1133.14,71,1,1
PRJ-0592,2024-04,"Ministry of Ports, Shipping and Waterways",Shipping and Ports,Cochin Shipyard,Andhra Pradesh,983.36,56,26,27.55,30.07,333.69,14,2,Delayed,1133.14,71,1,1
PRJ-0592,2024-08,"Ministry of Ports, Shipping and Waterways",Shipping and Ports,Cochin Shipyard,Andhra Pradesh,983.36,56,30,31.1,34.12,388.88,14,2,Delayed,1133.14,71,1,1
PRJ-0592,2024-10,"Ministry of Ports, Shipping and Waterways",Shipping and Ports,Cochin Shipyard,Andhra Pradesh,983.36,56,32,39.9,45.58,517.6,14,2,Delayed,1133.14,71,1,1
PRJ-0592,2025-07,"Ministry of Ports, Shipping and Waterways",Shipping and Ports,Cochin Shipyard,Andhra Pradesh,983.36,56,41,46.89,49.99,559.24,14,4,Delayed,1133.14,71,1,1
PRJ-0592,2025-11,"Ministry of Ports, Shipping and Waterways",Shipping and Ports,Cochin Shipyard,Andhra Pradesh,983.36,56,45,56.1,60.29,686.16,14,4,Delayed,1133.14,71,1,1
PRJ-0592,2026-04,"Ministry of Ports, Shipping and Waterways",Shipping and Ports,Cochin Shipyard,Andhra Pradesh,983.36,56,50,62.16,67.31,740.96,14,5,Delayed,1133.14,71,1,1
PRJ-0592,2026-06,"Ministry of Ports, Shipping and Waterways",Shipping and Ports,Cochin Shipyard,Andhra Pradesh,983.36,56,52,67.71,73.62,829.68,14,6,Critical,1133.14,71,1,1
PRJ-0592,2026-09,"Ministry of Ports, Shipping and Waterways",Shipping and Ports,Cochin Shipyard,Andhra Pradesh,983.36,56,55,73.67,79.89,912.94,14,6,Critical,1133.14,71,1,1
PRJ-0592,2026-10,"Ministry of Ports, Shipping and Waterways",Shipping and Ports,Cochin Shipyard,Andhra Pradesh,983.36,56,56,73.67,87.55,986.54,14,8,Critical,1133.14,71,1,1
PRJ-0593,2021-04,Ministry of Petroleum and Natural Gas,Petroleum and Natural Gas,ONGC,Chhattisgarh,176.86,38,3,7.84,9.61,16.86,12,0,Ongoing,180.69,42,0,0
PRJ-0593,2022-05,Ministry of Petroleum and Natural Gas,Petroleum and Natural Gas,ONGC,Chhattisgarh,176.86,38,16,36.7,47.12,83.0,12,1,Ongoing,180.69,42,0,0
PRJ-0593,2022-07,Ministry of Petroleum and Natural Gas,Petroleum and Natural Gas,ONGC,Chhattisgarh,176.86,38,18,41.42,49.88,89.17,12,0,Ongoing,180.69,42,0,0
PRJ-0593,2023-02,Ministry of Petroleum and Natural Gas,Petroleum and Natural Gas,ONGC,Chhattisgarh,176.86,38,25,61.5,83.02,149.98,12,1,Ongoing,180.69,42,0,0
PRJ-0593,2023-06,Ministry of Petroleum and Natural Gas,Petroleum and Natural Gas,ONGC,Chhattisgarh,176.86,38,29,78.52,100.0,178.8,12,2,Ongoing,180.69,42,0,0
PRJ-0593,2023-07,Ministry of Petroleum and Natural Gas,Petroleum and Natural Gas,ONGC,Chhattisgarh,176.86,38,30,79.11,100.0,176.82,12,2,Ongoing,180.69,42,0,0
PRJ-0593,2023-12,Ministry of Petroleum and Natural Gas,Petroleum and Natural Gas,ONGC,Chhattisgarh,176.86,38,35,85.6,100.0,177.01,12,2,Ongoing,180.69,42,0,0
PRJ-0594,2021-12,Ministry of Power,Power,POWERGRID,Odisha,616.11,56,5,5.5,6.13,39.45,28,1,Ongoing,653.67,79,0,1
PRJ-0594,2022-09,Ministry of Power,Power,POWERGRID,Odisha,616.11,56,14,12.8,14.7,94.58,28,3,Ongoing,653.67,79,0,1
PRJ-0594,2023-04,Ministry of Power,Power,POWERGRID,Odisha,616.11,56,21,19.37,20.44,130.8,28,6,Delayed,653.67,79,0,1
PRJ-0594,2023-06,Ministry of Power,Power,POWERGRID,Odisha,616.11,56,23,23.08,26.93,171.92,28,6,Delayed,653.67,79,0,1
PRJ-0594,2023-08,Ministry of Power,Power,POWERGRID,Odisha,616.11,56,25,25.25,26.93,174.18,28,7,Delayed,653.67,79,0,1
PRJ-0594,2024-05,Ministry of Power,Power,POWERGRID,Odisha,616.11,56,34,37.08,42.93,273.49,28,7,Delayed,653.67,79,0,1
PRJ-0594,2024-06,Ministry of Power,Power,POWERGRID,Odisha,616.11,56,35,41.59,45.14,290.48,28,10,Delayed,653.67,79,0,1
PRJ-0594,2024-09,Ministry of Power,Power,POWERGRID,Odisha,616.11,56,38,47.94,57.16,367.78,28,9,Delayed,653.67,79,0,1
PRJ-0594,2025-01,Ministry of Power,Power,POWERGRID,Odisha,616.11,56,42,49.53,58.98,377.38,28,12,Critical,653.67,79,0,1
PRJ-0594,2026-02,Ministry of Power,Power,POWERGRID,Odisha,616.11,56,55,66.19,78.59,509.74,28,13,Critical,653.67,79,0,1
PRJ-0595,2021-11,Ministry of Road Transport and Highways,Roads and Highways,State PWD,Andhra Pradesh,488.71,49,7,14.1,13.54,67.47,12,0,Ongoing,503.85,53,0,0
PRJ-0595,2022-04,Ministry of Road Transport and Highways,Roads and Highways,State PWD,Andhra Pradesh,488.71,49,12,22.56,22.66,111.11,12,0,Ongoing,503.85,53,0,0
PRJ-0595,2022-10,Ministry of Road Transport and Highways,Roads and Highways,State PWD,Andhra Pradesh,488.71,49,18,37.19,36.51,183.42,12,0,Ongoing,503.85,53,0,0
PRJ-0595,2022-12,Ministry of Road Transport and Highways,Roads and Highways,State PWD,Andhra Pradesh,488.71,49,20,41.57,43.07,212.66,12,1,Ongoing,503.85,53,0,0
PRJ-0595,2023-03,Ministry of Road Transport and Highways,Roads and Highways,State PWD,Andhra Pradesh,488.71,49,23,55.05,51.78,253.44,12,0,Ongoing,503.85,53,0,0
PRJ-0595,2023-10,Ministry of Road Transport and Highways,Roads and Highways,State PWD,Andhra Pradesh,488.71,49,30,69.83,67.31,336.0,12,0,Ongoing,503.85,53,0,0
PRJ-0595,2023-11,Ministry of Road Transport and Highways,Roads and Highways,State PWD,Andhra Pradesh,488.71,49,31,71.99,68.2,336.85,12,1,Ongoing,503.85,53,0,0
PRJ-0595,2024-10,Ministry of Road Transport and Highways,Roads and Highways,State PWD,Andhra Pradesh,488.71,49,42,95.88,93.87,462.37,12,0,Ongoing,503.85,53,0,0
PRJ-0595,2025-01,Ministry of Road Transport and Highways,Roads and Highways,State PWD,Andhra Pradesh,488.71,49,45,95.88,93.87,475.77,12,0,Ongoing,503.85,53,0,0
PRJ-0595,2025-05,Ministry of Road Transport and Highways,Roads and Highways,State PWD,Andhra Pradesh,488.71,49,49,96.89,93.92,471.66,12,1,Ongoing,503.85,53,0,0
PRJ-0596,2021-10,Ministry of Railways,Railways,RVNL,Gujarat,124.74,43,3,9.35,8.93,10.85,21,0,Ongoing,125.25,44,0,0
PRJ-0596,2022-01,Ministry of Railways,Railways,RVNL,Gujarat,124.74,43,6,13.33,12.81,15.77,21,0,Ongoing,125.25,44,0,0
PRJ-0596,2022-02,Ministry of Railways,Railways,RVNL,Gujarat,124.74,43,7,15.38,15.22,18.95,21,0,Ongoing,125.25,44,0,0
PRJ-0596,2022-09,Ministry of Railways,Railways,RVNL,Gujarat,124.74,43,14,31.36,31.1,38.06,21,0,Ongoing,125.25,44,0,0
PRJ-0596,2022-10,Ministry of Railways,Railways,RVNL,Gujarat,124.74,43,15,36.88,36.39,45.8,21,0,Ongoing,125.25,44,0,0
PRJ-0596,2022-12,Ministry of Railways,Railways,RVNL,Gujarat,124.74,43,17,41.13,41.91,52.65,21,0,Ongoing,125.25,44,0,0
PRJ-0596,2023-06,Ministry of Railways,Railways,RVNL,Gujarat,124.74,43,23,60.52,62.72,78.64,21,0,Ongoing,125.25,44,0,0
PRJ-0596,2023-07,Ministry of Railways,Railways,RVNL,Gujarat,124.74,43,24,63.46,65.51,81.78,21,0,Ongoing,125.25,44,0,0
PRJ-0596,2023-08,Ministry of Railways,Railways,RVNL,Gujarat,124.74,43,25,71.16,68.9,84.79,21,0,Ongoing,125.25,44,0,0
PRJ-0596,2023-11,Ministry of Railways,Railways,RVNL,Gujarat,124.74,43,28,75.3,74.63,90.96,21,0,Ongoing,125.25,44,0,0
PRJ-0596,2023-12,Ministry of Railways,Railways,RVNL,Gujarat,124.74,43,29,80.73,79.28,99.84,21,0,Ongoing,125.25,44,0,0
PRJ-0596,2024-07,Ministry of Railways,Railways,RVNL,Gujarat,124.74,43,36,93.08,95.45,118.73,21,0,Ongoing,125.25,44,0,0
PRJ-0596,2024-11,Ministry of Railways,Railways,RVNL,Gujarat,124.74,43,40,99.16,100.0,124.11,21,1,Ongoing,125.25,44,0,0
PRJ-0596,2024-12,Ministry of Railways,Railways,RVNL,Gujarat,124.74,43,41,99.16,100.0,125.25,21,0,Ongoing,125.25,44,0,0
PRJ-0596,2025-01,Ministry of Railways,Railways,RVNL,Gujarat,124.74,43,42,99.16,100.0,122.12,21,1,Ongoing,125.25,44,0,0
PRJ-0597,2023-08,Ministry of Power,Power,POWERGRID,Gujarat,314.39,34,6,7.99,9.53,31.09,8,1,Ongoing,334.65,42,0,1
PRJ-0597,2024-01,Ministry of Power,Power,POWERGRID,Gujarat,314.39,34,11,14.93,15.85,52.11,8,1,Delayed,334.65,42,0,1
PRJ-0597,2024-03,Ministry of Power,Power,POWERGRID,Gujarat,314.39,34,13,20.95,24.39,80.86,8,1,Delayed,334.65,42,0,1
PRJ-0597,2024-07,Ministry of Power,Power,POWERGRID,Gujarat,314.39,34,17,29.96,35.37,116.31,8,1,Delayed,334.65,42,0,1
PRJ-0597,2024-12,Ministry of Power,Power,POWERGRID,Gujarat,314.39,34,22,47.97,52.07,173.04,8,1,Delayed,334.65,42,0,1
PRJ-0597,2025-06,Ministry of Power,Power,POWERGRID,Gujarat,314.39,34,28,56.9,63.73,211.32,8,3,Delayed,334.65,42,0,1
PRJ-0597,2025-09,Ministry of Power,Power,POWERGRID,Gujarat,314.39,34,31,65.5,71.51,239.21,8,4,Critical,334.65,42,0,1
PRJ-0597,2025-11,Ministry of Power,Power,POWERGRID,Gujarat,314.39,34,33,65.5,71.51,235.55,8,4,Critical,334.65,42,0,1
PRJ-0598,2024-07,Ministry of Railways,Railways,IRCON,Andhra Pradesh,1096.11,53,31,67.41,68.69,752.88,26,0,Ongoing,1117.67,54,0,0
PRJ-0598,2025-03,Ministry of Railways,Railways,IRCON,Andhra Pradesh,1096.11,53,39,87.73,87.61,982.07,26,0,Ongoing,1117.67,54,0,0
PRJ-0598,2025-04,Ministry of Railways,Railways,IRCON,Andhra Pradesh,1096.11,53,40,89.35,87.61,951.76,26,0,Ongoing,1117.67,54,0,0
PRJ-0598,2026-03,Ministry of Railways,Railways,IRCON,Andhra Pradesh,1096.11,53,51,94.79,89.77,1011.37,26,0,Ongoing,1117.67,54,0,0
PRJ-0599,2021-10,Ministry of Petroleum and Natural Gas,Petroleum and Natural Gas,IOCL,Uttar Pradesh,423.95,39,1,7.03,7.19,30.39,19,0,Ongoing,423.17,38,0,0
PRJ-0599,2021-12,Ministry of Petroleum and Natural Gas,Petroleum and Natural Gas,IOCL,Uttar Pradesh,423.95,39,3,9.24,9.26,39.21,19,0,Ongoing,423.17,38,0,0
PRJ-0599,2022-04,Ministry of Petroleum and Natural Gas,Petroleum and Natural Gas,IOCL,Uttar Pradesh,423.95,39,7,15.85,16.4,68.86,19,0,Ongoing,423.17,38,0,0
PRJ-0599,2022-05,Ministry of Petroleum and Natural Gas,Petroleum and Natural Gas,IOCL,Uttar Pradesh,423.95,39,8,19.54,19.97,84.87,19,0,Ongoing,423.17,38,0,0
PRJ-0599,2022-07,Ministry of Petroleum and Natural Gas,Petroleum and Natural Gas,IOCL,Uttar Pradesh,423.95,39,10,24.25,22.93,95.78,19,0,Ongoing,423.17,38,0,0
PRJ-0599,2022-12,Ministry of Petroleum and Natural Gas,Petroleum and Natural Gas,IOCL,Uttar Pradesh,423.95,39,15,40.5,39.0,161.59,19,0,Ongoing,423.17,38,0,0
PRJ-0599,2023-02,Ministry of Petroleum and Natural Gas,Petroleum and Natural Gas,IOCL,Uttar Pradesh,423.95,39,17,48.64,49.99,206.35,19,0,Ongoing,423.17,38,0,0
PRJ-0599,2023-03,Ministry of Petroleum and Natural Gas,Petroleum and Natural Gas,IOCL,Uttar Pradesh,423.95,39,18,54.07,51.32,211.87,19,0,Ongoing,423.17,38,0,0
PRJ-0599,2023-04,Ministry of Petroleum and Natural Gas,Petroleum and Natural Gas,IOCL,Uttar Pradesh,423.95,39,19,56.48,57.65,246.19,19,0,Ongoing,423.17,38,0,0
PRJ-0599,2023-07,Ministry of Petroleum and Natural Gas,Petroleum and Natural Gas,IOCL,Uttar Pradesh,423.95,39,22,64.08,62.26,264.09,19,0,Ongoing,423.17,38,0,0
PRJ-0599,2023-10,Ministry of Petroleum and Natural Gas,Petroleum and Natural Gas,IOCL,Uttar Pradesh,423.95,39,25,74.94,71.8,300.51,19,0,Ongoing,423.17,38,0,0
PRJ-0599,2023-12,Ministry of Petroleum and Natural Gas,Petroleum and Natural Gas,IOCL,Uttar Pradesh,423.95,39,27,77.14,72.67,307.41,19,0,Ongoing,423.17,38,0,0
PRJ-0599,2024-05,Ministry of Petroleum and Natural Gas,Petroleum and Natural Gas,IOCL,Uttar Pradesh,423.95,39,32,89.02,85.56,355.27,19,1,Ongoing,423.17,38,0,0
PRJ-0599,2024-09,Ministry of Petroleum and Natural Gas,Petroleum and Natural Gas,IOCL,Uttar Pradesh,423.95,39,36,94.3,89.52,369.39,19,1,Ongoing,423.17,38,0,0
PRJ-0599,2024-10,Ministry of Petroleum and Natural Gas,Petroleum and Natural Gas,IOCL,Uttar Pradesh,423.95,39,37,97.49,96.19,395.16,19,0,Ongoing,423.17,38,0,0
PRJ-0600,2023-02,Ministry of Power,Power,POWERGRID,Telangana,78.75,29,2,7.98,11.39,11.02,9,0,Ongoing,95.84,31,1,0
PRJ-0600,2023-04,Ministry of Power,Power,POWERGRID,Telangana,78.75,29,4,11.11,16.01,15.14,9,0,Ongoing,95.84,31,1,0
PRJ-0600,2023-05,Ministry of Power,Power,POWERGRID,Telangana,78.75,29,5,12.77,16.01,14.9,9,0,Ongoing,95.84,31,1,0
PRJ-0600,2023-08,Ministry of Power,Power,POWERGRID,Telangana,78.75,29,8,21.33,27.76,26.12,9,0,Ongoing,95.84,31,1,0
PRJ-0600,2024-03,Ministry of Power,Power,POWERGRID,Telangana,78.75,29,15,46.87,67.55,64.21,9,1,Ongoing,95.84,31,1,0
PRJ-0600,2024-04,Ministry of Power,Power,POWERGRID,Telangana,78.75,29,16,49.45,67.55,64.77,9,0,Ongoing,95.84,31,1,0
PRJ-0600,2024-05,Ministry of Power,Power,POWERGRID,Telangana,78.75,29,17,53.7,72.41,68.33,9,1,Ongoing,95.84,31,1,0
PRJ-0600,2024-09,Ministry of Power,Power,POWERGRID,Telangana,78.75,29,21,72.18,100.0,95.27,9,1,Ongoing,95.84,31,1,0
PRJ-0600,2025-02,Ministry of Power,Power,POWERGRID,Telangana,78.75,29,26,84.95,100.0,94.06,9,1,Ongoing,95.84,31,1,0
PRJ-0600,2025-05,Ministry of Power,Power,POWERGRID,Telangana,78.75,29,29,91.29,100.0,93.28,9,1,Ongoing,95.84,31,1,0
PRJ-0601,2021-02,Ministry of Power,Power,SJVN,Uttarakhand,975.51,52,1,3.76,5.86,93.54,26,1,Ongoing,1588.51,68,1,1
PRJ-0601,2021-05,Ministry of Power,Power,SJVN,Uttarakhand,975.51,52,4,3.76,5.86,90.42,26,2,Ongoing,1588.51,68,1,1
